CUSIP Number,SEDOL Number,Local Currency Code,Trade Country Name,Security Name,Security Description,Maturity Date,Interest Rate,Original Face,Shares/Par Value,Base Market Value,Base Total Cost,Base Unrealized Gain/Loss,Base Accrued Interest,Local Market Value,Local Total Cost Amount,Local Unrealized Gain/Loss,Local Accrued Interest,Period End Date,Asset Class,Investment Type Name,Major Industry Name,Minor Industry Name,Moody's Quality Rating,S and P Quality Rating,Direct/Group Trust Holding
'636220303,'BJ35QL7,USD,UNITED STATES OF AMERICA (THE),NATIONAL GENERAL HLDGS,COMMON STOCK USD.01,12/31/1899,0,0,2646.16,55833.93,55562.95,270.98,0,55833.93,55562.95,270.98,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,INSURANCE,NA,NR,Group Trust
'635906100,'2139731,USD,UNITED STATES OF AMERICA (THE),NATIONAL HEALTHCARE CORP,COMMON STOCK USD.01,12/31/1899,0,0,939.42,65890.89,49892.74,15998.15,0,65890.89,49892.74,15998.15,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE PROVIDERS & SERVIC,NA,NR,Group Trust
'636518102,'2645078,USD,UNITED STATES OF AMERICA (THE),NATIONAL INSTRUMENTS CORP,COMMON STOCK USD.01,12/31/1899,0,0,1488.6,59871.63,44531.48,15340.15,0,59871.63,44531.48,15340.15,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"ELECTRONIC EQUIP, INSTRUMENT &",NA,B,Group Trust
'636518102,'2645078,USD,UNITED STATES OF AMERICA (THE),NATIONAL INSTRUMENTS CORP,COMMON STOCK USD.01,12/31/1899,0,0,5924.77,238294.42,169368.96,68925.46,0,238294.42,169368.96,68925.46,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"ELECTRONIC EQUIP, INSTRUMENT &",NA,B,Group Trust
'637071101,'2624486,USD,UNITED STATES OF AMERICA (THE),NATIONAL OILWELL VARCO INC,COMMON STOCK USD.01,12/31/1899,0,0,24244.36,798609.2,1496663.08,-698053.88,0,798609.2,1496663.08,-698053.88,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,ENERGY EQUIPMENT & SERVICES,NA,B+,Group Trust
'637215104,'2626802,USD,UNITED STATES OF AMERICA (THE),NATIONAL PRESTO INDS INC,COMMON STOCK USD1.0,12/31/1899,0,0,46.95,5188.39,4172.85,1015.54,0,5188.39,4172.85,1015.54,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,AEROSPACE & DEFENSE,NA,A-,Group Trust
'637215104,'2626802,USD,UNITED STATES OF AMERICA (THE),NATIONAL PRESTO INDS INC,COMMON STOCK USD1.0,12/31/1899,0,0,370.34,40922.97,27896.4,13026.56,0,40922.97,27896.4,13026.56,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,AEROSPACE & DEFENSE,NA,A-,Group Trust
'637372202,'B8W3QK4,USD,UNITED STATES OF AMERICA (THE),NATIONAL RESEARCH CORP A,COMMON STOCK USD.001,12/31/1899,0,0,86.04,2314.46,1349.79,964.67,0,2314.46,1349.79,964.67,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE PROVIDERS & SERVIC,NA,NR,Group Trust
'637372202,'B8W3QK4,USD,UNITED STATES OF AMERICA (THE),NATIONAL RESEARCH CORP A,COMMON STOCK USD.001,12/31/1899,0,0,735.06,19773.09,12123.13,7649.96,0,19773.09,12123.13,7649.96,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE PROVIDERS & SERVIC,NA,NR,Group Trust
'637417106,'2211811,USD,UNITED STATES OF AMERICA (THE),NATIONAL RETAIL PROPERTIES,REIT USD.01,12/31/1899,0,0,9695.91,379110.22,339322.52,39787.7,0,379110.22,339322.52,39787.7,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'637870106,'BWWCK85,USD,UNITED STATES OF AMERICA (THE),NATIONAL STORAGE AFFILIATES,REIT USD.01,12/31/1899,0,0,538.46,12443.75,9777.19,2666.56,0,12443.75,9777.19,2666.56,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'637870106,'BWWCK85,USD,UNITED STATES OF AMERICA (THE),NATIONAL STORAGE AFFILIATES,REIT USD.01,12/31/1899,0,0,3507.51,81058.54,76528.69,4529.85,0,81058.54,76528.69,4529.85,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'638517102,'BYSPYB3,USD,UNITED STATES OF AMERICA (THE),NATIONAL WESTERN LIFE GROU A,COMMON STOCK USD.01,12/31/1899,0,0,187.04,59782.43,43790.25,15992.18,0,59782.43,43790.25,15992.18,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,INSURANCE,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'63861C109,'B7F8P79,USD,UNITED STATES OF AMERICA (THE),NATIONSTAR MORTGAGE HOLDINGS,COMMON STOCK USD.01,12/31/1899,0,0,2512.44,44947.63,43232.54,1715.1,0,44947.63,43232.54,1715.1,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,THRIFTS & MORTGAGE FINANCE,NA,NR,Group Trust
'63633D104,'2626125,USD,UNITED STATES OF AMERICA (THE),NATL HEALTH INVESTORS INC,REIT USD.01,12/31/1899,0,0,1632.95,129329.32,113472,15857.32,0,129329.32,113472,15857.32,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,NA,NR,Group Trust
'63633D104,'2626125,USD,UNITED STATES OF AMERICA (THE),NATL HEALTH INVESTORS INC,REIT USD.01,12/31/1899,0,0,1874.63,148470.75,147295.21,1175.54,0,148470.75,147295.21,1175.54,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,NA,NR,Group Trust
'B014K5907,'B014K55,BRL,BRAZIL,NATURA COSMETICOS SA,COMMON STOCK,12/31/1899,0,0,4447.44,34497.59,67494.82,-32997.23,0,114299.15,143486.5,-29187.34,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,PERSONAL PRODUCTS,NA,NA,Group Trust
'63886Q109,'2986153,USD,UNITED STATES OF AMERICA (THE),NATURAL GAS SERVICES GROUP,COMMON STOCK USD.01,12/31/1899,0,0,1031.54,25633.72,27980.65,-2346.94,0,25633.72,27980.65,-2346.94,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,ENERGY EQUIPMENT & SERVICES,NA,B,Group Trust
'63888U108,'B82C9Z7,USD,UNITED STATES OF AMERICA (THE),NATURAL GROCERS BY VITAMIN C,COMMON STOCK USD.001,12/31/1899,0,0,793.99,6566.33,10197.96,-3631.63,0,6566.33,10197.96,-3631.63,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD & STAPLES RETAILING,NA,NR,Group Trust
'63888P406,'2490847,USD,UNITED STATES OF AMERICA (THE),NATURAL HEALTH TRENDS CORP,COMMON STOCK USD.001,12/31/1899,0,0,646.37,18001.37,25375.62,-7374.25,0,18001.37,25375.62,-7374.25,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,PERSONAL PRODUCTS,NA,NR,Group Trust
'639027101,'2627816,USD,UNITED STATES OF AMERICA (THE),NATURES SUNSHINE PRODS INC,COMMON STOCK,12/31/1899,0,0,944.1,12509.27,15416.09,-2906.82,0,12509.27,15416.09,-2906.82,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,PERSONAL PRODUCTS,NA,B-,Group Trust
'639050103,'2771133,USD,UNITED STATES OF AMERICA (THE),NATUS MEDICAL INC,COMMON STOCK USD.001,12/31/1899,0,0,2846.05,106157.83,66684.36,39473.47,0,106157.83,66684.36,39473.47,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE EQUIPMENT & SUPPLI,NA,B-,Group Trust
'63910B102,'2415936,USD,UNITED STATES OF AMERICA (THE),NAUTILUS INC,COMMON STOCK,12/31/1899,0,0,2670.05,51131.39,37861.23,13270.16,0,51131.39,37861.23,13270.16,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,LEISURE PRODUCTS,NA,B-,Group Trust
'656039906,'6560393,KRW,KOREA (THE REPUBLIC OF),NAVER CORP,COMMON STOCK KRW500.,12/31/1899,0,0,666.02,487806.43,261728.23,226078.2,0,558123729.7,299465306.6,258658423.1,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,INTERNET SOFTWARE & SERVICES,NA,NA,Group Trust
'63938C108,'BLP5GX1,USD,UNITED STATES OF AMERICA (THE),NAVIENT CORP,COMMON STOCK USD.01,12/31/1899,0,0,18510.12,308193.58,285082.89,23110.69,0,308193.58,285082.89,23110.69,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,CONSUMER FINANCE,NA,NR,Group Trust
'63935N107,'2564797,USD,UNITED STATES OF AMERICA (THE),NAVIGANT CONSULTING INC,COMMON STOCK USD.001,12/31/1899,0,0,4047.59,79980.45,65435.64,14544.81,0,79980.45,65435.64,14544.81,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,PROFESSIONAL SERVICES,NA,B,Group Trust
'701855900,'7018556,EUR,PORTUGAL,NAVIGATOR CO SA/THE,COMMON STOCK EUR1.0,12/31/1899,0,0,9858,42511.83,39059.57,3452.26,0,37273.1,36454.88,818.22,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,PAPER & FOREST PRODUCTS,NA,NA,Group Trust
'638904102,'2627850,USD,UNITED STATES OF AMERICA (THE),NAVIGATORS GROUP INC,COMMON STOCK USD.1,12/31/1899,0,0,1736.69,95344.12,60776.03,34568.09,0,95344.12,60776.03,34568.09,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,INSURANCE,NA,B,Group Trust
'Y62159101,'B3BF2X1,USD,UNITED STATES OF AMERICA (THE),NAVIOS MARITIME ACQUISITION,COMMON STOCK USD.0001,12/31/1899,0,0,6897.18,10138.86,21792.6,-11653.74,0,10138.86,21792.6,-11653.74,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,"OIL, GAS & CONSUMABLE FUELS",NA,NA,Group Trust
'Y62196103,'B0JT2G7,USD,UNITED STATES OF AMERICA (THE),NAVIOS MARITIME HOLDINGS INC,COMMON STOCK USD.0001,12/31/1899,0,0,7323.64,10033.38,9176.52,856.86,0,10033.38,9176.52,856.86,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MARINE,NA,NA,Group Trust
'63934E108,'2624464,USD,UNITED STATES OF AMERICA (THE),NAVISTAR INTERNATIONAL CORP,COMMON STOCK USD.1,12/31/1899,0,0,261.4,6856.6,6404.26,452.35,0,6856.6,6404.26,452.35,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,C,Group Trust
'63934E108,'2624464,USD,UNITED STATES OF AMERICA (THE),NAVISTAR INTERNATIONAL CORP,COMMON STOCK USD.1,12/31/1899,0,0,3995.22,104794.67,91754.61,13040.06,0,104794.67,91754.61,13040.06,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,C,Group Trust
'464574003,'4645742,SEK,SWEDEN,NCC AB B SHS,COMMON STOCK SEK8.0,12/31/1899,0,0,1696,47715.74,47175.58,540.16,0,402460.8,413568.77,-11107.97,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,CONSTRUCTION & ENGINEERING,NA,NA,Group Trust
'628852204,'2617486,USD,UNITED STATES OF AMERICA (THE),NCI BUILDING SYSTEMS INC,COMMON STOCK USD.01,12/31/1899,0,0,3486.11,58218,54122.84,4095.16,0,58218,54122.84,4095.16,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,BUILDING PRODUCTS,NA,C,Group Trust
'62886K104,'B0J2NV8,USD,UNITED STATES OF AMERICA (THE),NCI INC A,COMMON STOCK USD.019,12/31/1899,0,0,450.3,9501.42,6226.44,3274.97,0,9501.42,6226.44,3274.97,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NR,Group Trust
'62886E108,'2632650,USD,UNITED STATES OF AMERICA (THE),NCR CORPORATION,COMMON STOCK USD.01,12/31/1899,0,0,8668.88,354037.2,250789.52,103247.68,0,354037.2,250789.52,103247.68,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"TECHNOLOGY HW, STORAGE & PERIP",NA,B-,Group Trust
'628877102,'BYQJJM3,USD,UNITED STATES OF AMERICA (THE),NCS MULTISTAGE HOLDINGS INC,COMMON STOCK USD.01,12/31/1899,0,0,907.22,22843.87,20587.54,2256.33,0,22843.87,20587.54,2256.33,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,ENERGY EQUIPMENT & SERVICES,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'626418909,'6264189,KRW,KOREA (THE REPUBLIC OF),NCSOFT CORP,COMMON STOCK KRW500.0,12/31/1899,0,0,422.32,140079.35,94963.7,45115.65,0,160271786.6,108367634.5,51904152.14,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SOFTWARE,NA,NA,Group Trust
'664040003,'6640400,JPY,JAPAN,NEC CORP,COMMON STOCK,12/31/1899,0,0,28000,74261.3,66541.27,7720.03,0,8344000,7252000,1092000,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"TECHNOLOGY HW, STORAGE & PERIP",NA,NA,Group Trust
'661942003,'6619422,JPY,JAPAN,NEC NETWORKS + SYSTEM INTEGR,COMMON STOCK,12/31/1899,0,0,500,10857.96,10849.42,8.54,0,1220000,1212547,7453,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NA,Group Trust
'661942003,'6619422,JPY,JAPAN,NEC NETWORKS + SYSTEM INTEGR,COMMON STOCK,12/31/1899,0,0,15500.63,336610.27,346710.56,-10100.29,0,37821529.96,36800955.97,1020574,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NA,Group Trust
'662800903,'6628008,ZAR,SOUTH AFRICA,NEDBANK GROUP LTD,COMMON STOCK ZAR1.,12/31/1899,0,0,5343.43,85148.27,97081.13,-11932.86,0,1115655.18,1048159.28,67495.9,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,NA,NA,Group Trust
'640079109,'B03W0P7,USD,UNITED STATES OF AMERICA (THE),NEENAH PAPER INC,COMMON STOCK USD.01,12/31/1899,0,0,243.15,19513.18,19440.95,72.23,0,19513.18,19440.95,72.23,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,PAPER & FOREST PRODUCTS,NA,B-,Group Trust
'640079109,'B03W0P7,USD,UNITED STATES OF AMERICA (THE),NEENAH PAPER INC,COMMON STOCK USD.01,12/31/1899,0,0,1207.34,96889.21,75658.83,21230.38,0,96889.21,75658.83,21230.38,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,PAPER & FOREST PRODUCTS,NA,B-,Group Trust
'640094207,'BSLWDN4,USD,UNITED STATES OF AMERICA (THE),NEFF CORP CLASS A,COMMON STOCK USD.01,12/31/1899,0,0,125.32,2381.05,1513.6,867.45,0,2381.05,1513.6,867.45,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,TRADING COMPANIES & DISTRIBUTO,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'640094207,'BSLWDN4,USD,UNITED STATES OF AMERICA (THE),NEFF CORP CLASS A,COMMON STOCK USD.01,12/31/1899,0,0,659.27,12526.21,9177.32,3348.88,0,12526.21,9177.32,3348.88,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,TRADING COMPANIES & DISTRIBUTO,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'640268108,'2454445,USD,UNITED STATES OF AMERICA (THE),NEKTAR THERAPEUTICS,COMMON STOCK USD.0001,12/31/1899,0,0,13036.66,254866.68,184071.08,70795.6,0,254866.68,184071.08,70795.6,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,PHARMACEUTICALS,NA,C,Group Trust
'64031N108,'2196190,USD,UNITED STATES OF AMERICA (THE),NELNET INC CL A,COMMON STOCK USD.01,12/31/1899,0,0,1700.68,79949.03,66632.09,13316.94,0,79949.03,66632.09,13316.94,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,CONSUMER FINANCE,NA,B,Group Trust
'640491106,'2630085,USD,UNITED STATES OF AMERICA (THE),NEOGEN CORP,COMMON STOCK USD.16,12/31/1899,0,0,3256.83,225079.57,138415.16,86664.41,0,225079.57,138415.16,86664.41,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE EQUIPMENT & SUPPLI,NA,B+,Group Trust
'64049M209,'2598246,USD,UNITED STATES OF AMERICA (THE),NEOGENOMICS INC,COMMON STOCK USD.001,12/31/1899,0,0,4882.09,43743.51,29339.19,14404.33,0,43743.51,29339.19,14404.33,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,LIFE SCIENCES,NA,B-,Group Trust
'64051T100,'B3TMC78,USD,UNITED STATES OF AMERICA (THE),NEOPHOTONICS CORP,COMMON STOCK USD.0025,12/31/1899,0,0,2793.01,21562.02,26061.27,-4499.24,0,21562.02,26061.27,-4499.24,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SEMICONDUCTORS & SEMICONDUCTOR,NA,NR,Group Trust
'561709908,'5617096,EUR,FRANCE,NEOPOST SA,COMMON STOCK EUR1.0,12/31/1899,0,0,4952.13,229597.48,214989.61,14607.88,0,201304.19,194425.99,6878.19,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"TECHNOLOGY HW, STORAGE & PERIP",NA,NA,Group Trust
'64052L106,'BYN6897,USD,UNITED STATES OF AMERICA (THE),NEOS THERAPEUTICS INC,COMMON STOCK USD.001,12/31/1899,0,0,92.12,672.46,1143.12,-470.66,0,672.46,1143.12,-470.66,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,PHARMACEUTICALS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'64052L106,'BYN6897,USD,UNITED STATES OF AMERICA (THE),NEOS THERAPEUTICS INC,COMMON STOCK USD.001,12/31/1899,0,0,1511.85,11036.54,17143.78,-6107.24,0,11036.54,17143.78,-6107.24,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,PHARMACEUTICALS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'633202908,'6332020,KRW,KOREA (THE REPUBLIC OF),NEOWIZ HOLDINGS CORP,COMMON STOCK KRW500.0,12/31/1899,0,0,3033.34,42551.36,38780.37,3770.98,0,48685134.21,43759773.13,4925361.08,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SOFTWARE,NA,NA,Group Trust
'622057909,'6220578,KRW,KOREA (THE REPUBLIC OF),NEPES CORP,COMMON STOCK KRW500.0,12/31/1899,0,0,3326.41,32416.66,29380.22,3036.43,0,37089523.03,33243723.02,3845800.01,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SEMICONDUCTORS & SEMICONDUCTOR,NA,NA,Group Trust
'612860908,'6128605,INR,INDIA,NESTLE INDIA LTD,COMMON STOCK INR10.,12/31/1899,0,0,505.59,52695.08,43653.09,9041.99,0,3406078.08,2786176.23,619901.84,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,NA,Group Trust
'712387901,'7123870,CHF,SWITZERLAND,NESTLE SA REG,COMMON STOCK CHF.1,12/31/1899,0,0,3297,287301.88,248418.82,38883.06,0,275134.65,247934.4,27200.25,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,NA,Group Trust
'712387901,'7123870,CHF,SWITZERLAND,NESTLE SA REG,COMMON STOCK CHF.1,12/31/1899,0,0,68799.4,5995207.29,3987367.99,2007839.3,0,5741310.26,3925600.7,1815709.56,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,NA,Group Trust
'64107N206,'B0B0WZ7,USD,UNITED STATES OF AMERICA (THE),NET 1 UEPS TECHNOLOGIES INC,COMMON STOCK USD.001,12/31/1899,0,0,21608.71,213061.83,248798.93,-35737.1,0,213061.83,248798.93,-35737.1,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,B-,Group Trust
'603654906,'6036548,JPY,JAPAN,NET ONE SYSTEMS CO LTD,COMMON STOCK,12/31/1899,0,0,1100,10426.31,8922.33,1503.98,0,1171500,972400,199100,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NA,Group Trust
'603654906,'6036548,JPY,JAPAN,NET ONE SYSTEMS CO LTD,COMMON STOCK,12/31/1899,0,0,34106.27,323274.98,210515.26,112759.72,0,36323176.77,22450247.59,13872929.17,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NA,Group Trust
'64110D104,'2630643,USD,UNITED STATES OF AMERICA (THE),NETAPP INC,COMMON STOCK USD.001,12/31/1899,0,0,2435.91,97558.18,77394.62,20163.55,0,97558.18,77394.62,20163.55,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"TECHNOLOGY HW, STORAGE & PERIP",NA,B,Group Trust
'64110D104,'2630643,USD,UNITED STATES OF AMERICA (THE),NETAPP INC,COMMON STOCK USD.001,12/31/1899,0,0,16222.51,649711.53,646840.14,2871.38,0,649711.53,646840.14,2871.38,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"TECHNOLOGY HW, STORAGE & PERIP",NA,B,Group Trust
'663642908,'6636421,ZAR,SOUTH AFRICA,NETCARE LTD,COMMON STOCK ZAR.01,12/31/1899,0,0,20687.47,40624.96,48468.31,-7843.35,0,532288.59,514283.25,18005.34,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE PROVIDERS & SERVIC,NA,NA,Group Trust
'64110W102,'2606440,USD,UNITED STATES OF AMERICA (THE),NETEASE INC ADR,ADR USD.0001,12/31/1899,0,0,500,150315,131440,18875,0,150315,131440,18875,0,6/30/17,EQUITY,DEPOSITORY RECEIPTS,INFORMATION TECHNOLOGY,INTERNET SOFTWARE & SERVICES,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'64110W102,'2606440,USD,UNITED STATES OF AMERICA (THE),NETEASE INC ADR,ADR USD.0001,12/31/1899,0,0,1901.61,571681.19,353465.02,218216.17,0,571681.19,353465.02,218216.17,0,6/30/17,EQUITY,DEPOSITORY RECEIPTS,INFORMATION TECHNOLOGY,INTERNET SOFTWARE & SERVICES,0,0,Group Trust
'64110W102,'2606440,USD,UNITED STATES OF AMERICA (THE),NETEASE INC ADR,ADR USD.0001,12/31/1899,0,0,19190,5769090.24,1823264.91,3945825.32,0,5769090.24,1823264.91,3945825.32,0,6/30/17,EQUITY,DEPOSITORY RECEIPTS,INFORMATION TECHNOLOGY,INTERNET SOFTWARE & SERVICES,0,0,Group Trust
'64110L106,'2857817,USD,UNITED STATES OF AMERICA (THE),NETFLIX INC,COMMON STOCK USD.001,12/31/1899,0,0,28760.62,4297124.97,1672514.86,2624610.11,0,4297124.97,1672514.86,2624610.11,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,INTERNET & DIRECT MARKETING RE,NA,B,Group Trust
'64111Q104,'2688363,USD,UNITED STATES OF AMERICA (THE),NETGEAR INC,COMMON STOCK USD.001,12/31/1899,0,0,2723.33,117375.73,105414.65,11961.08,0,117375.73,105414.65,11961.08,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT,NA,B,Group Trust
'578424905,'5784246,PLN,POLAND,NETIA SA,COMMON STOCK PLN1.,12/31/1899,0,0,10386.4,11567.52,14684.8,-3117.28,0,42895.82,47970.4,-5074.57,0,6/30/17,EQUITY,COMMON STOCK,TELECOMMUNICATION SERVICES,DIVERSIFIED TELECOMMUNICATION,NA,NA,Group Trust
'BF2S42905,'BF2S426,KRW,KOREA (THE REPUBLIC OF),NETMARBLE GAMES CORP,COMMON STOCK KRW100.0,12/31/1899,0,0,413.83,56062.76,56610.15,-547.39,0,64144209.38,64098624.99,45584.39,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SOFTWARE,0,0,Group Trust
'657629903,'6576293,ILS,ISRAEL,NETO ME HOLDINGS LTD,COMMON STOCK ILS1.,12/31/1899,0,0,59.41,6840.5,5621.07,1219.44,0,23871.31,20784.95,3086.36,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,NA,Group Trust
'64115T104,'2447285,USD,UNITED STATES OF AMERICA (THE),NETSCOUT SYSTEMS INC,COMMON STOCK USD.001,12/31/1899,0,0,7519.1,258656.94,232265.86,26391.09,0,258656.94,232265.86,26391.09,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT,NA,B,Group Trust
'64125C109,'2623911,USD,UNITED STATES OF AMERICA (THE),NEUROCRINE BIOSCIENCES INC,COMMON STOCK USD.001,12/31/1899,0,0,6208.7,285600.33,270704.95,14895.38,0,285600.33,270704.95,14895.38,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,BIOTECHNOLOGY,NA,C,Group Trust
'64126X201,'B0C8R66,USD,UNITED STATES OF AMERICA (THE),NEUSTAR INC CLASS A,COMMON STOCK USD.001,12/31/1899,0,0,419.44,13988.4,12533.18,1455.21,0,13988.4,12533.18,1455.21,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NR,Group Trust
'64126X201,'B0C8R66,USD,UNITED STATES OF AMERICA (THE),NEUSTAR INC CLASS A,COMMON STOCK USD.001,12/31/1899,0,0,1313.61,43808.75,33471.46,10337.29,0,43808.75,33471.46,10337.29,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NR,Group Trust
'64157F103,'BS7K7C9,USD,UNITED STATES OF AMERICA (THE),NEVRO CORP,COMMON STOCK USD.001,12/31/1899,0,0,2434.18,181175.99,145610.4,35565.59,0,181175.99,145610.4,35565.59,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE EQUIPMENT & SUPPLI,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'B5730Z908,'B5730Z1,HKD,HONG KONG,NEW CHINA LIFE INSURANCE C H,COMMON STOCK CNY1.0,12/31/1899,0,0,19526.86,99304.6,90903.83,8400.77,0,775216.37,659511.61,115704.76,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,INSURANCE,NA,NA,Group Trust
'B3R5FK903,'B3R5FK3,ZAR,SOUTH AFRICA,NEW EUROPE PROPERTY INVEST,COMMON STOCK,12/31/1899,0,0,4936.12,62333.92,55930.19,6403.73,0,816730.2,807910.47,8819.74,0,6/30/17,EQUITY,COMMON STOCK,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVEL,0,0,Group Trust
